beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
5.2,9072,313,Schneider Weisse Weizen Hell,German Hefeweizen,4/5,8/10,15/20,4/5,georgekessel,9/10,"Sweet aroma,  sort of clove like with a wonderfull smooth body and citrus undertones.  It left me wanting more - so I had another - and another...",1160092800
12,10514,313,Schneider Aventinus Weizen-Eisbock,Eisbock,4/5,6/10,14/20,3/5,henrikb,6/10,"Murky brown body, huge creamy light brown head; Big fat nose with loads of clove, some oak and quite a bit of ripe berries, mostly blueberries and cherry; The body is really thick (to thick), very little sparkle, only slightly bitter; It finishes with some length, slightly bitter and some aroma that are simpler then the nose. Very strange beer, especially its texture.",1162080000
12,10514,313,Schneider Aventinus Weizen-Eisbock,Eisbock,4/5,8/10,17/20,4/5,Emil,8/10,"UPDATED: JAN 16, 2006 Dark brown color, sweet spicy aroma, sweet spicy alcoholic taste, full body, heavy alcoholic finish. To much alcohol taste, but ok. 6-4-5-3-10	RE-RATE.	Bottle, between 1 and 2 years old. Orange brown colour with a big tan head. Light sweet caramel malty, dark fruits aroma and taste, light alcoholic.Medium to full body with a sweet light dry, light warming finish.",1093046400
12,10514,313,Schneider Aventinus Weizen-Eisbock,Eisbock,2/5,9/10,17/20,4/5,MOboy,9/10,"Deep, dark, mahogany in color with a short lived, tan head.  MONSTER AROMA of rich fruit cake, molasses and a touch of booze.  The flavor is intense in a umami kind of way.  Light alcohol, dark sugary molasses, dates, and figs.  The carbonation is enough to keep this beer feeling relatively light and quite drinkable. I keep thinking that a pot roast with brown gravy would be sublime with this.  What a superb drinking experience.  I can only imagine this fresh.",1297987200
12,10514,313,Schneider Aventinus Weizen-Eisbock,Eisbock,3/5,7/10,15/20,3/5,RaphaelN,7/10,"Bottle thanks to a friend. I can see people enjoying this, but its just too much for me. Palate is immediately assaulted by copious amounts of sugar. The flavour is heavily masked by the sweetness, which is still a decent brew. Plums, sugar cane and honey are subtly lined under the strong sweet taste.",1245369600
12,10514,313,Schneider Aventinus Weizen-Eisbock,Eisbock,4/5,8/10,13/20,3/5,markwise,6/10,This is a good rarity to drink.  I do not consider it an everyday beer by any stretch.  It has a very dark sugar/ caramel/ toffee aroma and it is very syrupy on the palate.  It burns a bit on the way down.,1203811200
8.2,2224,313,Schneider Aventinus,Weizen Bock,4/5,9/10,17/20,5/5,darkguardian,9/10,"16oz bottle. Poured into a Stein. Dark mahogany colo with a big puffy head. Nose of raisins, bananna, clove, some underlying citrus and caramel. Taste is strong on bananna and clove but the warmer this beer gets the more the crazy complexity comes out. Cherries, chocolate, caramel, toffee all come through. A complex, smooth, full-bodied and incredibly tasty brew. Awesome.",1208390400
8.2,2224,313,Schneider Aventinus,Weizen Bock,3/5,8/10,15/20,4/5,Dedollewaitor,7/10,"UPDATED: JUN 10, 2010 Muddy brown with white head. Nutty caramel malts overall - quite simple - but extremely nice.  Filling body. Light sweet. In a way unique. Deep malty & hints of yeast.	Re-rate june 2010. Had this several times. I am not to keen on the heavy wheat bocks. Fine for the style but would prefer a doppelbock any day. From 3,9 - 3,7",1184371200
8.2,2224,313,Schneider Aventinus,Weizen Bock,5/5,10/10,20/20,5/5,LordCrabapple,10/10,"Aventinus! First tasted this last year, but could not forget it. Its hard to appreciate if one has only tried a single bottle. There is nothing rough or crude about this drink.  Not too fruity or sweet. Nothing harsh and full of flavour. Truly delicious. A rare pleasure to drink, especially nowadays. If only I could have it every day. I would never tire of it. Make sure all the sediment goes into the glass, although Ive forgotten how to turn the bottle correctly.",1155081600
8.2,2224,313,Schneider Aventinus,Weizen Bock,3/5,8/10,16/20,4/5,SDbruboy,7/10,"Bottle.  Pours a hazed dark coppery brown with a moderate off-white head that diminishes quickly leaving no lacing.  Aroma of sweet dark wheat bread with molasses and lightly floral hops.  Spicy sweet flavor, clove, souring dark fruit, yeast and pepper in the finish.  Medium body and bountiful carbonation.",1118620800
8.2,2224,313,Schneider Aventinus,Weizen Bock,4/5,8/10,15/20,4/5,Terminus,7/10,"Bottle-Nice sweet aroma, lots of grapes that make it smell like wine in some ways.  Dark brown/red appearance with lots of carbonation.  palate is full and has a nice mouth feel.  Flavors of fruits, slightly sour, somewhat musty malts and some wheat on the finish.  The best weizenbock out there!",1075593600
8.2,2224,313,Schneider Aventinus,Weizen Bock,4/5,7/10,16/20,5/5,Brewmaster,8/10,Dark with huge head. Nice aroma and fruity taste. Top notch brew.,1031702400
8.2,2224,313,Schneider Aventinus,Weizen Bock,3/5,8/10,14/20,3/5,drougkolya,10/10,"UPDATED: OCT 27, 2010 Bire rousse trs pice et peu houblonn. Disponible  la SAQ. Trs mousseuse...pas une bire  mon got!",1280448000
8.2,2224,313,Schneider Aventinus,Weizen Bock,5/5,6/10,16/20,4/5,danielst,7/10,"UPDATED: AUG 27, 2009 Pours a hazy dark brown with a delicious rocky, off-white head. Smells fresh yeasty and a bit ""dunkel"" with some cinnamon, cloves and bakery - reminds me of christmas. Those aromas continue in the flavour... I cant put my finger on it exactly, its like christmas bakery, almond, ginger bread and dark chocolate... No clear hint of the alcohol and no bad aftertaste. Great, flavourful brew that goes down quickly with a creamy mouthfeel.",1239494400
5.3,8852,313,Schneider Weisse Kristall,German Kristallweizen,3/5,7/10,13/20,3/5,MikeKeller,7/10,"Bottle from Alko. Clear pale white colour, tall white head vanishing quickly. Aroma and taste are quite bananic and moderately sweet. Quite good in its style.",1311379200
6.2,6212,313,Schneider Georg Schneiders Wiesen Edel-Weisse,German Hefeweizen,4/5,7/10,17/20,4/5,kseecs16,9/10,"Served from a wooden cask at the Bavarian Lodge, 10/01/2009.  	Pours a deep murky golden with a creamy white head.  Leaves some swathes of lacing.  Aroma is full cloven, a bit apicy, nice.  Full creamy mouthfeel with a slightly tart citrusy flavor that is somewhat sweet, hints of sugar but also a touch spicy.  Compex and good, this may be the best Hefe Ive ever had.  The wood really addes something with that subtle cinamonny spice.",1254441600
6.2,6212,313,Schneider Georg Schneiders Wiesen Edel-Weisse,German Hefeweizen,3/5,7/10,14/20,4/5,GregClow,7/10,"Bottle sample at Union Beer Trade Tasting, NYC. Hazy golden colour with a small white head. Aroma is an interesting combo of typical weisse notes and a sharp, tandy hoppiness. Nice body and mouthfell. Flavours are well-integrated, with the pronounced hops melding nicely with the lemon and banana weisse flavours. Pretty nice stuff.",1160352000
6.2,6212,313,Schneider Georg Schneiders Wiesen Edel-Weisse,German Hefeweizen,3/5,6/10,16/20,3/5,SETANTA,7/10,"Noble wheat, smoother than most hefes, a step above the normal weisse",1026950400
8.2,75466,313,Schneider & Brooklyner Hopfen-Weisse,Weizen Bock,5/5,9/10,16/20,4/5,Jerre,9/10,"Tasted this (not on the list) with friends 21.08.2010. Many thanks to Tim and Klaas for this bottle! 	Hazy darkgolden to orange color, with small white head. 	Aroma is wonderfull, hops, with spices. 	Medium body.	Taste bit sweet, fruits, spices, hops. Bit spice and hopsbitterness end. WOW what a beer ! LIKE IT.",1282521600
8.2,75466,313,Schneider & Brooklyner Hopfen-Weisse,Weizen Bock,4/5,7/10,14/20,4/5,FatPhil,7/10,"UPDATED: FEB 27, 2011 500ml bottle  (Janoinen Lohi, Helsinki) (7-:4:7-:3:12=3.3--)	Rich toffee/caramel colour, small head. Sweet caramel and banana aroma from Schneider. Tons of nettles from Brooklyn. Perfumey palate, but also nettles retronasally. Quite alcoholic, but also perfumey in the taste. Still rather nettley. Not as good as Aventinus. Had a sip from someone elses glass too - that was soapy and tasted of disinfectant - not good (so docking 1 point overall). 	Rerate: 500ml bottle (Alko) as Tap 5 - shared by Jari - thanks!	7 Massively hoppy aroma, sharp and fruity, reminded 	4 Turbid toffee, almost sahti-like. 	7 Sweet and fruity, plenty of bananas there, loads of bitter hops.	4 Full and smooth. Lovely bitter hoppy finish. A touch perfumey and soapy	14+ Wonderful balance, bitternesss huge, but nettles kept in check. Alcohol nowhere to be seen. Way way better than the Brooklyn one, IMHO.",1241136000
8.2,75466,313,Schneider & Brooklyner Hopfen-Weisse,Weizen Bock,3/5,9/10,15/20,4/5,tiong,8/10,Bottle from Alko Arkadia. Originally rated on 16.7.2010. Weizen with a lot of hops. Nice mix.,1311033600
5.4,1762,313,Schneider Weisse Original,German Hefeweizen,4/5,8/10,14/20,3/5,dortmunder,7/10,"Cloudy bown colour. Nice, big thick head. Heavy cloves aroma. Taste is banana, yeasty, cloves. A bit lightbodied, which is the reason I rate this lower than my favourite weizens.",1096848000
5.4,1762,313,Schneider Weisse Original,German Hefeweizen,4/5,8/10,16/20,4/5,Ducati,8/10,"Spicy, hint of bubble gum, clove, vanilla, good esters but not the usual banana (isoamyl acetate). Light amber in color.  Thin bodied with some tartness & a dry finish.  A nice beer, I have always liked the diversity of hefe-weizens.",1016755200
5.4,1762,313,Schneider Weisse Original,German Hefeweizen,5/5,8/10,15/20,3/5,delnoche,7/10,"50cl bottle poured into a weizen glass.  Cloudy copper with a ton of creamy off-white head.  Aroma is bananas, citrus, apples, bread, spice(maybe cinnamon).  Flavor is the same.  Palate is a bit more watery than the typical weizen.  Light carbonation.  Finish is tart.  The particular color of this beer portrayed the light just right to put on an especially lively show of the cascading yeast after the pour.  Nice brew.",1245110400
5.4,1762,313,Schneider Weisse Original,German Hefeweizen,3/5,6/10,12/20,2/5,BeerBiker,5/10,"[Sampled in 2004.] Should be a hefe of high quality, but thisone had too much carbonation, then it got some bad notes. But it deserves a rerating later.",1190764800
5.3,159945,13725,King Street Pilsner,Pilsener,4/5,7/10,14/20,4/5,savnac,7/10,"Growler. Crystal clear golden yellow with a small white head that leaves some lacing. Aroma is mostly bready pils malt with some herbal hops. Flavor is malty with a slight residual sweetness and a light hop bitterness. Medium to light body with average carbonation and a clean, refreshing finish. This is a solid Pils, my only complaint is that Id like a bit more hop aroma and bitterness.",1325289600
5,24809,2877,Delafield Hopfenstange Pils,Classic German Pilsener,3/5,7/10,15/20,4/5,Ughsmash,8/10,Clear light straw pour with a tall not-so-dense white head.  Very nice lacing as this one went down.  Floral/herbal hops and pilsener malt were crisp and sufficiently potent in both the aroma and flavor.  Very clean mouthfeel... very well-balanced and tasty brew!,1126310400
5,37443,2877,Delafield Noch Einmal Dunkel,Dunkel,4/5,6/10,15/20,4/5,JCapriotti,7/10,"Dark, reddish black body. Nutty coffee-like aroma. Taste is also a nutty coffee with some nice and unexpected fruity hints. And by fruity hints, I mean things you would expect in fine coffee or chocolate. The coffee aspect in this beer really sticks out, but it isnt overpowering.",1091923200
5.2,23509,2660,Off the Rail Paranoid IPA,Dortmunder/Helles,3/5,6/10,14/20,3/5,nate2g,7/10,"Draught at Salm-Bru, Vienna. Dark amber with a creamy beige head. Nose of caramel malt and fruity hops. The flavour is caramel malt, fruit and grassy hops. Nicely balanced. Malty and fruity finish. Tasty.",1272067200
5.2,5599,1017,Nimbus Belgian White Ale,Belgian White &#40;Witbier&#41;,4/5,8/10,15/20,4/5,DoubleBubble,8/10,Lemon malty smell. No head or lacing. Pours a very hazy golden color with a light body. Citrus and light banana flavors. Very crisp and clean. No after taste. Very good palate cleansing beer.,1198195200
5,5601,1017,Nimbus Red Ale,Amber Ale,3/5,6/10,11/20,3/5,5000,6/10,"Bottle: Dirty carmel, rather dark with a slight hue of red, huge foamy off-white head, spotty lacing.  Tart nose, somewhat herbal, unflavored pixie stix as well.  Tart herbal flavors, almost vegetal.  Fairly airy mouthfeel, either overcarbonated or more likely turning a bit.  Hop aspect is minimal, malts are a bit more pronounced, but overall its just a semi-sweet herbal tartened brew.  This one may require a re-rate as I dont think this was intended.  Il be back in Phoenix soon enough to try it again.",1174694400
5,5600,1017,Nimbus Oatmeal Stout,Sweet Stout,4/5,7/10,15/20,3/5,blipp,7/10,"UPDATED: FEB 13, 2009 Bonus bottle from my homie Nbutler11. Pours near black with a tan head. The aroma has roasted ans sweet malts, oats, cream, and a hint of chocolate. The flavor starts with a heavy dose of roast, which gives way to sweeter notes of oatmeal, hazelnut and caramel, followed by lingering notes of semi-sweet chocolate and hazelnuts. Outrageously easy to drink. Seriously I downed this in like 5 minutes without even realizing it... whoops. Thanks Nick.",1234396800
6.5,133016,12250,Iron Fist Hired Hand,Saison,3/5,7/10,14/20,3/5,Glouglouburp,7/10,"In short: A very fruity, very yeasty and semi-rustic Saison.  Decent.	How: Post EBF hotel tasting	The look: Cloudy peach color body topped by a beige ring of foam	In long: Nose is very fruity (bananas, peaches, etc.) and with some bubble gum.  Body is chewy and lively, banana puree, peaches, apples, grapefruits and plenty of yeast that adds a semi-rustic character to the beer.  Finish is rather dry.  Pretty average as a Saison which is still decent in my book.  And also the the big 750ml champagne-style bottle is sturdy enough to beat people up or discipline your kids in the house if you want to rule with an Iron Fist.",1305849600
5,16704,1944,Schmucker Hefe-Weizen,German Hefeweizen,3/5,6/10,13/20,3/5,oldrtybastrd,7/10,Pours a hazy golden orange.  Aromas of bread/clove/ and some fruit.  Had a taste of yeasty bread with some spice.,1210636800
8,23387,1944,Schmucker Doppel-Bock Dunkel,Doppelbock,4/5,5/10,14/20,3/5,fiulijn,7/10,"Beautiful, clean dark amber color. Quick malt and cookies aroma. Quite sweet front flavor, quickly balanced by a strong caramel character bringing in some bitterness as well. Correctly hopped. Quite straightforward and a metallic note.",1071619200
4.2,139256,4337,White Franklins Tea,Bitter,4/5,8/10,19/20,4/5,Martian1,8/10,"One of the nicest beers I have tried in such a long time. Whites/Franklins have got it right with this beer.   Its been a long time coming.  Past Whites beers have been poor, however the brewery has recently been taken over and they have improved vastly.  Paul who runs Whites has got it so right with this beer and some other experimental beers he has been trying to create..  Definately reccomended..",1298937600
5,71901,613,Tree Rebel,Premium Lager,3/5,4/10,7/20,2/5,CapFlu,3/10,"(Bottle) Purchased at the BCLS Blanshard in Victoria for $1.71. A broken 8-pack, so this is Trees swill-lover beer. Pours a quick dissipating white foamy head with an orange amber body. Nose of wet grains and corn malt. Flavour is like a disagreeable lawn weed. Mild malt palate with a cracker and spent flower water. Really aint my thing.",1177632000
6.5,52980,613,Tree Spiced Mid-Winter Ale,Spice/Herb/Vegetable,3/5,7/10,15/20,3/5,DuffMan,7/10,"Deep ruby-brown with a thin tan head. Soft cinnamon and dough aromas. Spicy palate is tempered by some soft malt character, and the bitter hop presence really balances this one out nicely. Dark and spicy and delicious! A nice Christmas treat.",1165708800
5,80567,613,Tree Steamship Raspberry Porter,Porter,4/5,6/10,13/20,3/5,jerc,6/10,"Draft at Doc Willoughbys in Kelowna. very dark brown almost black body with a good creamy beige head. Muted raspberry aroma with mocha roast malt undertones. Flavour has a large, artificial raspberry character. Reminds me of milkshake flavouring, or the syrups they add to gourmet coffees. Underlying beer notes take a secondary role to the raspberry. Average to medium palate. Interesting, but a bit unbalanced.",1194480000
7.65,9494,1659,Blue Frog Red Ale,American Strong Ale,2/5,6/10,10/20,2/5,timfoolery,6/10,"On tap at groggery.  Not much love for the red either.  It was malty, but misdirected as the flavors and palate were everywhere.",1214697600
8,70046,1659,Blue Frog The Big DIPA,Imperial/Double IPA,3/5,6/10,12/20,3/5,JMFG,5/10,"Courtesy CaptainCougar.  Clear golden color with a thin tight layer of head.  Strange apple juice aroma with some floral hops.  Not a very strong or appealing aroma.  Slightly citric flavor, some watered down hop flavors, but jumbled up and mixed.  Unfocused and bland.",1200528000
5.3,11524,2131,Walnut Brewery Big Horn Bitter,Premium Bitter/ESB,3/5,7/10,13/20,3/5,DJMonarch,6/10,"UPDATED: AUG 28, 2009 1. Barrel Draught from the jug at the GABF, Colorado Convention Center 01/10/2005	Clear golden coloured with hoppy and floral aromas. Slightly dry bitter finish.	2. Sampler at the Walnut Brewery, Boulder 12/10/2008	Some hop aroma. Bronze coloured and fruity with a little bitterness in a crisp dry and slightly earthy malt finish.",1142380800
-,55578,6562,Savannah Pale Ale,English Pale Ale,3/5,6/10,14/20,3/5,MullMan,6/10,"UPDATED: APR 9, 2006 on tap at the Brick Store Pub in Decatur GA.  clear copper color, light tan thick foamy head.  sweet floral malt aroma.  a little watery with an earthy malt start, then it goes dryish.  herbal bitter hop finish.  this was originally mis-categorized as a dubbel but now its correct as an english pale ale.",1143504000
4,141122,8863,Leeds Doubting Tom,Golden Ale/Blond Ale,3/5,7/10,14/20,4/5,DruncanVeasey,7/10,"UPDATED: APR 15, 2011 The Felix, Nuneaton. Pale and draped. Bright, floral and tangerine aroma leaking through Gillette. Creamy, excellent malt; full bodied with slate, digestives, husk, almond and cashew. Hops come back late in a soft, tangerine and flowers finish. Low carbonation thick with condition. Very decent, but a little underwhelming. Jurys out on whether Leeds are any good or not, but Im up there next week and intend to get to the bottom of it...",1302566400
-,87617,6636,West Bend Lithia Beer,Cream Ale,2/5,5/10,8/20,2/5,hopdog,5/10,"On tap at the Riverside Brew Pub. Poured a lighter yellow color with a smal sized white head. Aromas of grain, some citrus, and honey. Tates follow suit. Sure I understand the historical significance and give the Brewer Props for doing this, but this just didnt do anything for me.",1216684800
7.5,35254,1111,Le Cheval Blanc Abysse Cornue,Belgian Strong Ale,2/5,8/10,13/20,2/5,tiggmtl,6/10,"Coriander, clove, cinammon, banana and bubblegum all figure in the aroma. Hazy orange-brown with white head that diminishes to ring. Phenolics overwhelmed by spiciness. Clove very apparent. Body a bit thin and mouthfeel a touch oily but this is enjoyable all the same. On tap at the brewpub.",1086998400
5,48077,1111,Le Cheval Blanc Bleuets,Fruit Beer,3/5,3/10,8/20,2/5,IPFreely,3/10,"Golden/copper color, white head. Odd beer, some very artificial notes of plastic and metal, very light fruit, almost non-existent. Dry, yeasty, light. Basically a fruit beer with no fruit flavor on top of a poorly made base beer. Yum!",1125014400
6,39449,1111,Le Cheval Blanc Saison de Seigle,Saison,3/5,6/10,11/20,3/5,muzzlehatch,5/10,"Sampled at the brewpub with tiggmtl.  Hazy apricot, little head and slight sour-spicy nose.  Spicy oregano on the tongue, heavy carbonation..quite bitter and fairly sour/pungent late.  Dry.  So-so.",1099526400
4,11468,1111,Le Cheval Blanc Noire,Sweet Stout,5/5,7/10,12/20,3/5,ChazyRPh,6/10,"Nitro pour - Opaque black with creamy beige head.  Roasty malt aroma, burnt malt also.  Creosote.  Roasted/burnt malt flavors balanced with some hop presence.  Mouthfeel a little thin, a little too acidic - Not bad.",1170115200
6,19996,403,Sierra Blanca Pale Ale,American Pale Ale,4/5,7/10,12/20,3/5,PrinceofNessus,5/10,"light clear amber with a little head. The smell is hoppy with an ""all purpose"" fruity smell ala fruit loops. the flavor is of british malts, nuts and pine, redolent of a light piney brown ale. a bit thin",1066348800
5.2,19995,403,Sierra Blanca Roswell Alien Amber Ale,Amber Ale,2/5,5/10,8/20,1/5,ericandersnavy,4/10,bottle.  poured a clear amber with a fading white head.  aroma of caramel and grains.  flavor of caramel and apple.  no body whatsoever.,1234915200
4.8,7656,1285,Bintang Bir Pilsener,Pale Lager,5/5,6/10,16/20,3/5,ferox,9/10,Not that bad. Reminds me of sunny Kuta :->,1039564800
4,35145,557,Penn Kaiser Pils,Pilsener,3/5,7/10,14/20,3/5,MrBunn,7/10,"750 ml bottle.  Body is a slightly hazy, light gold with a medium-sized fluffy head.  Aromas are kind of boozy with hints of grass, lemon and mild cloves and white pepper.   Flavor is very spicy for a pilsner a lot of white pepper and lemon grass to pull things along and keep them interesting.  Flavor is remarkably full, yet remains dry, crisp and refreshing.  Has an almost citrus peel bitterness to the aftertaste, which makes you want a little more.  Certainly one of the better pilsners Ive had in a while.",1227052800
5,3202,557,Penn Dark Lager Beer,Dunkel,3/5,5/10,8/20,2/5,TheBeerGod,4/10,"Bottle. Dark copper pour but only a small ring of tan foam around the edge of the glass. Aroma is malty and caramelly. Soft toasty notes and a hint of watered down coffee. Taste is toasted malts, caramel, and some fruit notes. Body is light, bordering on thin at times with mild carbonation. Ends with more toasted malts, very faint coffee, caramel and fruit.",1204329600
8,82064,557,Penn St. Nikolaus Bock Bier Brewers Reserve,Doppelbock,4/5,8/10,17/20,4/5,johnnnniee,7/10,"Batch 002	Received from Secret Santa this year and last, thanks for the opportunity KarrHeel03 and DavoleBomb.	Pours a deep brown with great garnet highlights and a smallish creamy off white head that recedes much to quickly. Smells of malt, yeah I know right a bock thats malty go figure. Sweet toffee and caramelized sugars mixed with some sweet plums, and hints of cocoa. Taste is sweet with dark fruits, melanoidin, cocoa, and toffee. The taste is wonderful in its malty sweetness without being cloying. No hop presence detected. Creamy smooth mouthfeel, light to medium level of carbonation, sweet almost syrupy mouthfeel. I enjoyed the hell out of this while watching the Steelers get it handed to them in the Superbowl. Very nice bock.",1296950400
5.2,3199,557,Penn Pilsner,Vienna,2/5,5/10,10/20,2/5,Guinness4Duff,6/10,"Bottle.  Pours a clear dark gold color with a decent white head.  Scent is of light malt and some spice.  Flavor is nicely balanced, malty sweetness with a nice mellow hop touch.  Not bad",1210118400
5,3200,557,Penn Weizen,German Hefeweizen,2/5,6/10,12/20,2/5,sebletitje,6/10,"Pours orange white head.	Aroma is malty,fruity, yeasty.	Taste, fruity (orange peel), honey, some floral hops and wheat. Thick mouthfeel	Light bitter aftertaste.	Good hefe.",1224892800
5,3204,557,Penn Gold Lager,Dortmunder/Helles,3/5,7/10,15/20,5/5,beaconstreet,7/10,"Delicious, with the sweetness consistency a bit like that of maple syrup or something.  Delicious, grainy and robust.",1161907200
6,88198,4950,Jovaru Alus,Traditional Ale,3/5,5/10,10/20,3/5,gnoff,5/10,"(Draught at nekutis in Vilnius, Lithuania)On May 1, 2008Shady copper color, white head. Subtle sweet scent. Sweet, acidic, bitter taste. Moussy mouthfeel, high bitterness.",1211846400
5.2,26397,2545,Kaiser Weisse &#40;Germany&#41;,German Hefeweizen,3/5,6/10,14/20,3/5,strings,7/10,"Downed a few bottles watching Germany sneak away with a win in the final seconds against Poland (2006 world cup). Appropriate german beer to suit the occasion, which like the national team managed to do just enough to get the job done, with little fanfare. Solid brew thats good for a repeat drink.",1160265600
5.4,15560,2545,Veldensteiner Landbier,Zwickel/Keller/Landbier,4/5,5/10,13/20,4/5,bhensonb,5/10,"Swingtop from Half Time. Pours ruddy amber with a foamy 3 finger beige head. Light roasted caramel flavor. Slightly brown sugar. Medium body; foamy carbonation. Not much bitter, but it is detectable as the sugar drains away. Its not overly sweet either, just more malty than bitter. Very drinkable.",1282003200
5.2,74126,2545,Kaiser Weizen &#40;Germany&#41;,German Hefeweizen,3/5,5/10,13/20,3/5,anders37,6/10,Bottle. Pours a hazy pale yellow color with a longlasting white head. Has a fruity wheat malty spicy banana aroma. Sweetish wheat malty spicy banana flavor with some ueasty hints. Has a sweetish wheat malty spicy banana finish.,1299888000
8,73548,640,Rock Art The Riddler?,Belgian Strong Ale,4/5,7/10,13/20,3/5,hopdog,6/10,"22oz bottle. Poured a medium mahogany color with an averaged sized off white head. Floater. Aromas of caramel, some dark fruits, roasty, and chocolate. Tastes of chocolate, dark cherries and other dark fruits, caramel, and had a brown sugar and maple syrup finish.",1224115200
7.5,8352,640,Rock Art Ridge Runner Ale,Barley Wine,3/5,6/10,12/20,3/5,KimJohansen,5/10,Muddy with tiny off white head. Sweet fruity aroma with caramel and hoppy notes. Rather sweet flavor with caramel notes. Pretty thin for a barley wine.,1207440000
8,63731,640,Rock Art Magnumus ete Tomahawkus ESB2 Ale,American Strong Ale,4/5,8/10,15/20,4/5,thornecb,8/10,Pours orange/amber into a shaker.  Slight off-white head with good retention.  Resin and grapefruit aromas.  Upfront caramel with a lasting pine hop finish.,1200960000
8,80134,640,Rock Art Golden Tripple,Abbey Tripel,3/5,8/10,15/20,4/5,williamstome,7/10,"Halfway between apricot and cider in pour color. Not much head. Dried fruit (mango, apricot, raisins), yeast in nose. Flavor is big caramel malts, yeast, spices (ginger), and a little bit of the fruit.	Dry finish with some faint lingering sticky fruits.	Complex. tasty.",1288569600
10,70076,640,Rock Art Vermonster,Barley Wine,4/5,8/10,16/20,4/5,arkurzynski,7/10,"Pour thanks to motortoddhead.  Dark brownish amber.  Decent dose of pine/grapefruit hops, dark-fruity and toasted malt, mild booze in the nose.  Initial hammer of sticky, sweet caramel, biscuit, toasted malt, and dried fruit followed by a resounding pine/grapefruit hop bitterness and alcohol heat.  Bitterness tended to be a bit choppy in the finish.  A pretty sticky barley wine with residual malt sweetness slightly outlasting the pine hops.",1324080000
6,76626,1998,Storm Basil IPA,Spice/Herb/Vegetable,4/5,8/10,16/20,4/5,BeerPrince,8/10,"Pale and slightly hazy with nice head and retention.  Beer is herby with basil dominating the nose.  The flavour is very strong on the basil side which was rather enjoyable and unique.  The malts are tehre and the hops take a little of a backseat to the basil.  Not quite as bitter as many IPA.  Great if you like basil, really good if you like a unique ipa.  I wonder if a whole pint or two would get wearing?",1186531200
-,107046,10644,Rust Belt Coke Oven Stout,Dry Stout,4/5,6/10,13/20,3/5,Tmoney99,6/10,Bottle. Poured dark brown with a large frothy light brown head that mostly lasted with good lacing. Moderate toasted chocolate malt aroma. Medium body with a thin dry texture and flat carbonation. Medium  balanced toasted sweet malt flavor with a medium sweet finish of moderate duration.,1286150400
6.4,84697,3059,Wild Creek Gear Jammer Amber,India Pale Ale &#40;IPA&#41;,5/5,8/10,14/20,3/5,JoeMcPhee,7/10,"Deep amber with a creamy tight, off-white head.  Aroma is very fresh.  Loads of bright citrusy hops.  A light pininess and a touch of soft fruit.  Warming brings up a bit more fruit.  Some lemon and orange peel and even a touch of mango.  Soft bitterness and a bit of lingering maltiness.",1246665600
5.2,35138,2148,Ramapo Valley Passover Honey Beer,Mead,3/5,7/10,14/20,3/5,biz82,7/10,"Clear, yellow and lightly carbonated. Floral honey aroma. Still on the palate. Nutty mead flavor with some white wine notes. Really a nice light mead.",1120348800
6.5,105888,8636,Hopworks Secession Black India Pale Ale,Black IPA,3/5,7/10,13/20,3/5,Vertical Bacon Strips,7/10,"Putting this up head to head with a bottle of Fish Tale Swordfish. The colour is pretty dark with some red hues, plenty of ultra light brown bubbly head and some messy lacing. The aroma is an immediate mix of two things: fresh yet subdued hops and coffee grinds. Sadly I was really disappointed with this much coffee stuff. Fragrant and pungent, orange and roast, resin, light light chocolate. Ok, I gave up on this and drank the last 400ml of the Fish Tale Swordfish - there is no comparing these beers. Swordfish is hugely hopped and has zero coffee which for me is awesome. Now, the match up isnt actually a fair battle as these beers are quite different in their make up but, hey, if you just want to look at how much I enjoyed the two, this beer would never be bought again. That is not to say that this beer sucks - its good but not as good.... at all. Wow. my dick is going to split in half like a boiled hot dog if I dont hit up the can. HUBs got some good flavours though - fruity stuff, lots of roasted malts, coffee dullness, big hard bitter finish. I wonder what the real goal of this style is... maybe this is a truer version and the Swordfish was just tastefully hopped. The last pour gave a great compact light stout head equal in compactness to the Swordfish. I think now that I only have this beer left it is getting better than it was. The coffee has faded and the hops are taking over... which is not what I would have expected.. then again, its  colder now and yea, eya, that makes sense. Who cares? Now Im enjoying this immensely. And Im slurring my thought and I have a massive batch of popcorn coming up and I have the 3rd period of the LA/SJ game to finish on PVR with the 2006 Oilers/ Canes final to watch on replay. There is 1% less in this beer vs its competitor. I dont recall what I typed already and Im not going to reread it as Im spending way to much time retyping most of my words. MOre pine and some spice and bite on this one. Finishes feeling thick in spots and thinner in others. A solid mean bitterness with a defined coffee malt aftertaste lingers like unwanted relatives drinking your liquor. I can smell the oil, that means time to add the popcorn and time to assume that I wont go to bed until well after 1:30. I wont buy this again as there are better options. The difference between the 4.1 Swordfish and the 3.3 here are firstly in enjoyment and secondly in bluntness.I wonder how long this review is?",1303689600
-,87506,8636,Hopworks Baltic Crude Porter,Baltic Porter,4/5,8/10,17/20,4/5,presario,8/10,"Sample tray so not sure if this is a new porter or the old one made again in 2011. Creamy head. Very dark brown. roasted malt and cookie scent. Thick and very tasty. Coffee, nuts, and malt that seems like you are chewing it while you drink.",1301356800
